customer_unique_id,Recency,Frequency,Monetary,Average_Review_Score,Average_Delivery_Time,Average_Delivery_Delay,Average_Processing_Time,Average_Shipping_Time,Average_Freight,Average_Installments,Product_Categories,Preferred_Payment_Method,Average_Order_Value,Cluster
002043098f10ba39a4600b6c52fbfe3c,526,1,237.81,4.0,23.0,-16.0,9.0,13.0,60.82,4.0,1,credit_card,237.81,0
002311514717ca8b65b09a26cdf7b91a,68,1,124.32,5.0,1.0,-18.0,-1.0,1.0,8.07,2.0,1,credit_card,124.32,0
0023557a94bef0038066b5d1b3dc763e,159,1,107.44,3.0,21.0,-7.0,15.0,5.0,17.54,2.0,1,credit_card,107.44,0
002471155ecd08d208d1376720e2a907,26,1,92.18,5.0,7.0,-11.0,0.0,7.0,23.28,3.0,1,credit_card,92.18,0
00256bf7b05c08f6a5849df3d0a64f1f,94,1,57.73,3.0,9.0,-37.0,2.0,7.0,18.23,1.0,1,credit_card,57.73,0
0025795df7a7d077c4c90162fa820085,41,1,428.16,1.0,3.0,-18.0,0.0,1.0,18.09,3.0,1,credit_card,214.08,0
0027324a96d26a2bc7d69262f83c8403,162,1,46.78,5.0,3.0,-9.0,1.0,1.0,8.88,2.0,1,credit_card,46.78,0
0028a7d8db7b0247652509358ad8d755,264,1,354.87,3.0,23.0,-6.0,2.0,20.0,80.87,1.0,1,credit_card,354.87,1
0028cfeb9dfcd3628a56d5b6400deef5,240,1,118.2,5.0,9.0,-15.0,0.0,7.0,22.3,1.0,1,boleto,118.2,3
00293787e2aec37a9c253b63fdfe2049,311,1,515.74,3.0,12.0,-8.0,0.0,11.0,10.04,1.0,1,boleto,257.87,3
0029bd580d3012618731f5abb174a07f,305,1,52.38,2.0,10.0,-12.0,5.0,7.0,12.48,1.0,1,boleto,52.38,3
002aba8c1af80acacef6e011f9f23262,188,1,217.74,1.0,58.0,29.0,2.0,55.0,17.84,3.0,1,credit_card,217.74,1
002ae492472e45ad6ebeb7a625409392,330,1,437.32,3.0,11.0,-14.0,7.0,3.0,57.34,4.0,1,credit_card,218.66,0
002b4cd83fabaffaa475f78ea5ef3e08,579,1,64.42,2.0,8.0,-28.0,1.0,7.0,14.52,1.0,1,credit_card,64.42,0
002bdeb33da5b1b3ce8b9c822f749c82,272,1,38.09,5.0,8.0,-26.0,2.0,6.0,14.1,1.0,1,credit_card,38.09,0
002cdf87d4c03f08f7eb4551a923affc,307,1,228.67,1.0,30.0,14.0,14.0,15.0,31.68,10.0,1,credit_card,228.67,1
002d3bd901608f67c3fc11eaaa842b13,231,1,28.76,4.0,6.0,-8.0,2.0,2.0,9.27,1.0,1,boleto,28.76,3
002d71b244beb91ca7030b15ab526446,469,1,130.56,5.0,9.0,-12.0,0.0,8.0,15.56,1.0,1,boleto,130.56,3
002da6dde369f6a8b4c999ed61eb5a87,144,1,52.38,5.0,1.0,-14.0,0.0,1.0,7.39,1.0,1,credit_card,52.38,0
002eb8b96288f3804e21d2777ac29895,408,1,137.99,5.0,12.0,-12.0,4.0,8.0,18.09,6.0,1,credit_card,137.99,0
002ed12115742033f015cb3c269ccf68,216,1,109.79,5.0,2.0,-14.0,0.0,1.0,11.89,3.0,1,credit_card,109.79,0
002ef00822613c94613e60e03b169fef,201,1,114.04,4.0,8.0,-18.0,0.0,6.0,21.14,6.0,1,credit_card,114.04,0
002feefec5af0a3b26ee7839c66d205e,309,1,77.57,1.0,33.0,10.0,3.0,29.0,17.67,1.0,1,credit_card,77.57,1
003035f5ec76f2220098377482de93c9,371,1,62.47,5.0,6.0,-11.0,0.0,6.0,12.48,3.0,1,credit_card,62.47,0
003162bf0351f47a1a247992b8b9b42d,51,1,536.6,5.0,9.0,-10.0,1.0,7.0,21.7,10.0,1,credit_card,536.6,0
00324c9f4d710e7bac5c5ba679714430,439,1,109.78,5.0,12.0,-17.0,1.0,11.0,79.88,7.0,1,credit_card,109.78,0
0032c76b20340da25249092a268ce66c,697,1,144.94,4.0,26.0,-27.0,23.0,2.0,16.04,1.0,1,credit_card,144.94,0
0032ca69771a7758ce643258bb9e4ac7,49,1,62.45,5.0,6.0,-9.0,4.0,2.0,17.45,2.0,1,credit_card,62.45,0
0033f4a2887e07e25aa1204d482f41ba,70,1,425.04,5.0,10.0,-18.0,0.0,9.0,75.04,1.0,1,boleto,425.04,3
00344274804f3b8003de1b0562ae01df,56,1,226.23,3.0,14.0,-11.0,0.0,13.0,38.23,5.0,1,credit_card,226.23,0
0034c76b7e6a17d738375b99afc2f01e,119,1,44.23,5.0,8.0,-13.0,0.0,7.0,18.23,1.0,1,credit_card,44.23,0
0035029989e6fc5cf030918a5f9f2037,114,1,1092.24,5.0,5.0,-12.0,1.0,3.0,54.06,1.0,1,credit_card,546.12,0
003650b504826ea534e02eba0ab58dd5,229,1,21.77,4.0,2.0,-13.0,0.0,2.0,7.78,2.0,1,credit_card,21.77,0
0036a074f98b80c4f1fc33dbbcf9c552,479,1,42.62,5.0,14.0,-14.0,2.0,11.0,25.63,1.0,1,boleto,42.62,3
0036b4a3d09ad551a5188c2e374da402,390,1,162.77,4.0,6.0,-13.0,1.0,5.0,14.77,10.0,1,credit_card,162.77,0
0036d365b138cc0ee06bed755bcb5044,215,1,109.5,5.0,19.0,-17.0,6.0,10.0,29.6,1.0,1,boleto,109.5,3
00370dfde3d012c420d29657afc2fc8b,217,1,237.0,4.0,16.0,-26.0,2.0,14.0,22.0,1.0,1,credit_card,237.0,0
00377a18050b898b93e2c774be9947db,282,1,65.78,2.0,45.0,14.0,5.0,40.0,15.79,1.0,1,credit_card,65.78,1
0037aa56b017c105c3a9d47af71fff98,220,1,443.73,3.0,31.0,-7.0,21.0,9.0,18.73,2.0,1,credit_card,443.73,1
0037d2bbb9ebc39d9114aea27ee16d72,525,1,143.73,5.0,8.0,-51.0,2.0,5.0,23.83,1.0,1,boleto,143.73,3
0037eb1ff742ee2e71ba887f65f3c6f3,418,1,228.79,5.0,13.0,-21.0,0.0,12.0,29.79,5.0,1,credit_card,228.79,0
003800162424b7b5b3d75c9cf22a66e7,155,1,107.81,5.0,4.0,-21.0,0.0,2.0,22.31,2.0,1,credit_card,107.81,0
00391594070baf8603f5fdc1d0c6a48c,29,1,119.32,3.0,7.0,-3.0,2.0,5.0,14.32,1.0,1,credit_card,119.32,0
003a5571a07dcf09bf117d13d2980ba3,40,1,181.82,5.0,13.0,-14.0,2.0,11.0,31.92,2.0,1,credit_card,181.82,0
003a7a8eb096ed3cbf713d2def1ca701,20,1,157.46,5.0,9.0,-12.0,0.0,9.0,57.47,1.0,1,boleto,157.46,3
003ac9408252444b489b1bfc013f5f8c,171,1,36.98,5.0,7.0,-21.0,3.0,3.0,18.23,1.0,1,credit_card,36.98,0
003ae409f37c3c30cb1c974af3a42692,19,1,216.32,3.0,12.0,-3.0,6.0,4.0,21.32,1.0,1,boleto,216.32,3
003c2067070f5b3d923235b1ea1cc17b,28,1,147.38,3.0,10.0,-18.0,0.0,9.0,37.68,1.0,1,boleto,147.38,3
003c457932a554e4df13834237b1ed00,241,1,142.51,5.0,3.0,-15.0,0.0,2.0,12.61,1.0,1,boleto,142.51,3
003d56767e53e08671de00da3fba8d40,276,1,178.59,5.0,21.0,-4.0,10.0,10.0,21.59,8.0,1,credit_card,178.59,0
003db7adfcdc49857b095a50191b6c9d,124,1,542.66,4.0,5.0,-10.0,1.0,4.0,17.76,10.0,1,credit_card,542.66,0
003e28cb6fab8a0901bff9229612375f,539,1,137.26,5.0,3.0,-19.0,0.0,2.0,17.27,1.0,1,credit_card,137.26,0
003e2af81ea3c72fbdd093f07724a4de,140,1,127.48,4.0,1.0,-15.0,0.0,1.0,7.87,2.0,1,credit_card,63.74,0
003f4901fdb60ae9c1e2538b84c208e1,288,1,162.79,5.0,16.0,-5.0,9.0,7.0,14.79,2.0,0,credit_card,162.79,0
003fb95e849e71e732629d94bb92762f,35,1,77.59,5.0,5.0,-13.0,1.0,4.0,19.6,4.0,1,credit_card,77.59,0
003fee4ca17927283128c7ddc6f9311b,118,1,103.47,3.0,30.0,13.0,0.0,29.0,18.47,1.0,1,boleto,103.47,1
004177f7bf62929186b32c7fdaa6157b,319,1,867.96,1.0,18.0,-29.0,11.0,4.0,20.0,1.0,1,boleto,433.98,3
004256f082951ec189a4962b6788c214,164,1,259.15,5.0,12.0,-7.0,3.0,8.0,14.15,1.0,1,debit_card,259.15,4
004288347e5e88a27ded2bb23747066c,233,2,354.37,5.0,6.5,-17.5,1.5,4.5,18.240000000000002,2.0,2,credit_card,177.185,2
0042dcca0ae57aaec6e808edc31a2d48,275,1,85.04,4.0,13.0,-25.0,3.0,10.0,15.24,3.0,1,credit_card,85.04,0
0042dfa8925d6eb23e471ec350454f04,40,1,62.91,5.0,7.0,-6.0,5.0,2.0,13.01,1.0,1,credit_card,62.91,0
0043d65f8039b4a4d43bc7b0f450ac2c,501,1,64.42,5.0,8.0,-13.0,4.0,4.0,14.52,3.0,1,credit_card,64.42,0
00444f48f6c9b55657e49435ce3a97ca,451,1,52.38,4.0,10.0,-11.0,2.0,7.0,12.48,4.0,1,credit_card,52.38,0
00446a03d7a34d191507c9e42870d0a5,546,1,128.95,5.0,6.0,-14.0,2.0,4.0,19.05,8.0,1,credit_card,128.95,0
004493e0b0a37317d25665d340c0677d,89,1,83.32,3.0,6.0,-45.0,0.0,5.0,18.33,3.0,1,credit_card,83.32,0
0045e9ad4d6c85d2323a7ab374b76183,76,1,24.13,5.0,7.0,-19.0,0.0,6.0,18.23,1.0,1,boleto,24.13,3
0046311f458d8041b00063cb99482903,398,1,112.33,5.0,99.0,78.0,0.0,98.0,16.43,4.0,1,credit_card,112.33,1
0047f3e16441284d757a8963344f6c59,371,1,76.18,4.0,9.0,-9.0,1.0,8.0,16.18,1.0,1,credit_card,76.18,0
0048706e497cfba0b689e1e3497bc99e,19,1,82.65,4.0,4.0,-4.0,0.0,4.0,13.15,3.0,1,credit_card,82.65,0
0048a779a98a7848514096ff04046079,26,1,41.04,5.0,6.0,-8.0,1.0,5.0,19.34,2.0,1,credit_card,41.04,0
0049a16516d38fc2246696172a257f16,248,1,32.77,5.0,7.0,-13.0,5.0,1.0,7.78,3.0,1,credit_card,32.77,0
0049dadc30da6a277c1e9d371df5a66f,447,1,26.01,3.0,21.0,-1.0,6.0,15.0,16.11,1.0,1,credit_card,26.01,1
0049db44bfd6cee26ac9c649329ff6ea,545,1,218.08,2.0,13.0,-7.0,6.0,6.0,14.52,1.0,1,debit_card,109.04,4
0049ec2d7a5818d0e4b3f4735cec2458,47,1,44.18,5.0,7.0,-11.0,1.0,6.0,18.28,1.0,1,credit_card,44.18,0
004a432489f6630c6dfd3fc4454603f5,261,1,84.01,5.0,11.0,-16.0,0.0,7.0,14.24,1.0,0,boleto,84.01,3
004b45ec5c64187465168251cd1c9c2f,100,2,147.72,3.0,23.0,-22.0,4.5,15.0,30.41,1.0,2,boleto,73.86,2
004b9b1634b7becda8eec4e96bced882,29,1,158.74,5.0,6.0,-5.0,0.0,4.0,23.75,1.0,1,boleto,158.74,3
004d17fa2cb102a7c4817f040c884e59,203,1,39.78,5.0,2.0,-14.0,1.0,0.0,7.78,1.0,1,credit_card,39.78,0
004df63539fd5e38d4b0a0506de7549c,49,1,993.55,3.0,10.0,-21.0,0.0,10.0,43.56,10.0,1,credit_card,993.55,0
004ed862ea4e55f18868d3d782d10879,393,1,109.29,3.0,4.0,-19.0,0.0,2.0,14.39,1.0,1,boleto,109.29,3
004f84d065096f3cedd26cf0adc80b9d,131,1,378.16,4.0,14.0,-8.0,13.0,1.0,14.55,8.0,1,credit_card,189.08,0
00504b68faa074d0f40adcb4f7727f71,23,1,397.4,3.0,5.0,-31.0,1.0,4.0,23.35,3.0,1,credit_card,198.7,0
0050dcff37f8b9ff611d245e30572b46,125,1,68.22,5.0,13.0,-22.0,5.0,8.0,18.23,1.0,1,credit_card,68.22,0
00522457bba00bba576a34fd9b4808fd,520,1,127.98,5.0,9.0,-14.0,3.0,5.0,24.01,2.0,1,credit_card,127.98,0
005226be8d5b972d0f72b4e8a79f322b,155,1,1600.51,5.0,5.0,-19.0,4.0,0.0,39.51,10.0,1,credit_card,1600.51,0
00539155ce68fbe677934aebdb17e09b,127,1,58.25,4.0,3.0,-7.0,1.0,2.0,9.26,1.0,1,credit_card,58.25,0
00543330561a9088f8b3879114a7b008,283,1,73.96,5.0,11.0,-21.0,3.0,8.0,17.96,1.0,1,credit_card,73.96,0
0055b522bc89cbfbf376d8b59a628470,549,1,364.75,5.0,12.0,-22.0,2.0,10.0,36.75,1.0,1,boleto,364.75,3
0055bbb9c95f6acb8db89d1f6c316407,201,1,83.23,5.0,19.0,-7.0,6.0,11.0,15.23,1.0,1,boleto,83.23,3
0056c2dd794a5eede6164dcae635875a,26,1,171.88,5.0,8.0,-10.0,0.0,6.0,41.89,6.0,1,credit_card,171.88,0
0056f26cb8f20916c3baa0e39fc30709,156,1,109.23,5.0,9.0,-9.0,2.0,7.0,16.33,3.0,1,credit_card,109.23,0
005754cb59f8ee5cdbb5cda9d138757e,44,1,516.76,5.0,11.0,-12.0,4.0,7.0,18.87,4.0,1,credit_card,258.38,0
00575b2023dedcc0f3e81a938834689b,303,1,32.38,4.0,16.0,-3.0,7.0,6.0,12.48,1.0,1,boleto,32.38,3
0057f64bff87f4698b4cbd338d62a2a8,13,1,82.86,4.0,1.0,-2.0,0.0,1.0,7.79,3.0,1,credit_card,82.86,0
0058e7db269cc11558913b42beb115d0,108,1,78.88,4.0,5.0,-7.0,3.0,1.0,8.88,1.0,1,boleto,78.88,3
0058f300f57d7b93c477a131a59b36c3,165,2,175.57999999999998,3.0,13.0,-12.0,1.0,12.0,21.55,1.0,2,voucher,87.78999999999999,2
0059acd36094bf670ec8b21be6c0044c,448,1,46.69,5.0,9.0,-15.0,0.0,8.0,16.79,1.0,1,boleto,46.69,3
005d8faa4cf789cf52fb880a8569880a,115,1,89.25,5.0,6.0,-11.0,2.0,3.0,9.26,1.0,1,boleto,89.25,3
005e32bc930906dc6b65fb9d11cce3e2,365,1,49.6,5.0,8.0,-28.0,0.0,8.0,17.6,4.0,1,credit_card,49.6,0
005ee3e015ec18092d7782e507cf68fe,337,1,187.96,4.0,16.0,-30.0,0.0,14.0,27.97,4.0,1,credit_card,187.96,0
005f060d4223956c62b64e9567a36f0f,104,1,777.68,3.0,14.0,-2.0,7.0,7.0,88.68,8.0,1,credit_card,777.68,0
005f4b46e70bbd3295a38e2fd28d6566,305,1,63.9,4.0,5.0,-16.0,0.0,4.0,14.1,1.0,1,credit_card,63.9,0
005f6fa02633470267dcd1e3ecd0fa79,38,1,272.04,5.0,5.0,-21.0,0.0,4.0,72.05,4.0,1,credit_card,272.04,0
005ff4ebe100db3eebbe6f7b19a8f99a,355,1,236.81,5.0,12.0,-4.0,4.0,5.0,36.91,4.0,1,credit_card,236.81,0
006031108b00e5f73b2426a50b50f9c0,365,1,204.83,5.0,5.0,-10.0,2.0,1.0,14.93,10.0,1,credit_card,204.83,0
00605a8897ed9ad73b5c93bebad2541a,162,1,31.13,5.0,32.0,11.0,0.0,31.0,18.23,1.0,1,credit_card,31.13,1
00626f29f9b57d3ef7c1739ff03e944e,145,1,154.53,5.0,16.0,-10.0,0.0,16.0,25.53,1.0,1,credit_card,154.53,0
0062adafa3846d9f372d8f1bde591b24,191,1,149.87,5.0,17.0,-2.0,1.0,13.0,13.97,1.0,1,boleto,149.87,3
0063817060d662048ed08bccecaf45d5,234,1,142.76,5.0,14.0,-19.0,3.0,9.0,16.79,1.0,1,boleto,71.38,3
0064a1b5f5cddd047c987b988a90c8c1,186,1,1076.8,5.0,12.0,-6.0,5.0,5.0,13.4,1.0,1,boleto,269.2,3
0064c96f536ac6250275482221834154,75,1,65.33,4.0,8.0,-17.0,7.0,1.0,12.67,1.0,1,credit_card,65.33,0
00651d97d964127ccfc0e2e55464876d,189,1,23.72,1.0,4.0,-10.0,1.0,2.0,8.72,1.0,1,boleto,23.72,3
0065f6fb341f013a95a8e11cdc98d07a,329,1,119.32,4.0,10.0,-6.0,0.0,10.0,29.42,2.0,1,credit_card,119.32,0
0065f7795a38381973a373c8b4939679,58,1,31.22,4.0,5.0,-20.0,2.0,2.0,15.23,1.0,1,credit_card,31.22,0
0066b328e72fd82fd7420bf849c0e8b4,364,1,94.35,4.0,7.0,-4.0,1.0,4.0,9.41,1.0,1,boleto,94.35,3
0067d2652c12515146721538868bbd80,76,1,190.28,5.0,13.0,-16.0,5.0,7.0,20.38,1.0,1,debit_card,190.28,4
0068bd2e9e76c018846dbc6e2bec5ac5,69,1,79.51,5.0,7.0,-21.0,0.0,5.0,19.61,1.0,1,voucher,79.51,3
006a8c1784d622ebe06bab57e72ee045,282,1,66.64,2.0,34.0,11.0,3.0,27.0,17.64,1.0,1,boleto,66.64,1
006ab6f5e82340e927757563a9fbe7e4,275,1,601.2,1.0,52.0,12.0,11.0,40.0,16.7,3.0,1,credit_card,300.6,1
006b297ed73773b17d8874a2eb4466e8,147,1,108.46,5.0,10.0,-8.0,1.0,8.0,18.56,10.0,1,credit_card,108.46,0
006bbb235068a01d2e3e47fa09ccf53c,200,1,34.0,5.0,20.0,-7.0,3.0,15.0,14.1,1.0,1,boleto,34.0,3
006c10bfead12ac8d90486fb4ce4e603,81,1,77.22,5.0,3.0,-8.0,0.0,2.0,9.23,1.0,1,credit_card,77.22,0
006d763076d74d16d66e828e79ec1544,394,1,99.32,5.0,9.0,-11.0,2.0,7.0,19.42,9.0,1,credit_card,99.32,0
006e937bd5a5e32043018a6d1521b5d5,267,1,199.79,5.0,3.0,-20.0,1.0,1.0,9.89,2.0,1,credit_card,199.79,0
006ec5b170182812131c7d9b219c036f,322,1,61.77,5.0,4.0,-20.0,0.0,3.0,16.79,1.0,1,credit_card,61.77,0
006f2f20cf0cd723624b99d0e8e40d0c,205,1,46.1,5.0,12.0,-14.0,3.0,8.0,16.11,1.0,1,credit_card,46.1,0
00704e915ae0d4a236eace0267454cf9,399,1,123.39,4.0,9.0,-8.0,0.0,7.0,14.49,1.0,1,boleto,123.39,3
00705dcbc0b9cad67abd658612770905,24,1,47.93,5.0,4.0,-2.0,2.0,1.0,8.44,2.0,1,credit_card,47.93,0
00720f160ff500d3605a1bf403eb62d9,108,1,118.54,5.0,9.0,-7.0,6.0,3.0,13.64,2.0,1,credit_card,118.54,0
00728bae3dec9c16b2193ab7e3195eb7,232,1,211.01,5.0,31.0,-1.0,1.0,29.0,16.11,3.0,1,credit_card,211.01,1
00737247e3dc1942da2c527ef3bd2709,163,1,78.2,1.0,26.0,3.0,2.0,23.0,18.3,1.0,1,credit_card,78.2,1
0074a1d3f1995ff0538dc7197500973c,116,1,624.9,5.0,22.0,-7.0,4.0,17.0,25.9,10.0,1,credit_card,624.9,0
00762eafc5dac5fc1574f91e9b7c9b67,208,1,233.93,5.0,3.0,-12.0,0.0,2.0,14.93,1.0,1,credit_card,233.93,0
007658319c060f337577e8a1834d5df5,61,1,119.45,4.0,23.0,-6.0,5.0,16.0,44.45,5.0,1,credit_card,119.45,1
00765d375af0e700f61c57db00a8ee63,389,1,215.01,5.0,6.0,-9.0,4.0,1.0,15.01,10.0,1,credit_card,215.01,0
0076a71311bb2386a353f5ba87d2aa29,402,1,70.53,5.0,13.0,-21.0,3.0,9.0,25.63,1.0,1,boleto,70.53,3
00776f3807b128beca64cd0b27138d92,347,1,321.57,3.0,12.0,-3.0,4.0,6.0,26.58,4.0,1,credit_card,321.57,0
0077ba3f829303a1dce98552495c91a1,76,1,159.65,4.0,15.0,-15.0,14.0,1.0,19.66,3.0,1,credit_card,159.65,0
0077dc76aaf02323f03bce9b00878253,176,1,874.42,5.0,31.0,0.0,8.0,23.0,24.92,6.0,1,credit_card,874.42,1
0078108af1d2dc4b1601c744ca581b4f,119,1,66.72,5.0,10.0,-7.0,0.0,10.0,12.82,1.0,1,credit_card,66.72,0
0078bb0f0d23e922d08437b7d0e13907,256,1,44.09,4.0,18.0,-8.0,10.0,6.0,14.1,1.0,1,boleto,44.09,3
007953b3182d5ccc9189a694f5c68163,506,1,112.08,1.0,24.0,2.0,2.0,21.0,12.09,2.0,1,credit_card,112.08,1
00797f371bc0f6adb4d267be541a92da,147,1,67.36,5.0,7.0,-14.0,2.0,4.0,13.46,1.0,1,credit_card,67.36,0
0079b50e9f77c1148b472818f92eaebc,281,1,41.69,5.0,9.0,-17.0,1.0,7.0,16.79,4.0,1,credit_card,41.69,0
0079b7407a428543a7f178cc09164035,278,1,64.0,4.0,8.0,-19.0,2.0,6.0,15.1,4.0,1,credit_card,64.0,0
